SRARunAccession	SRAFileUrl
SRR21415844	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR021/21415/SRR21415844/SRR21415844.1;https://sra-pub-src-2.s3.amazonaws.com/SRR21415844/PS01518_W23fast5.tar.gz.1
SRR21415845	https://sra-pub-src-2.s3.amazonaws.com/SRR21415845/PS01517_W23fast5.tar.gz.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR021/21415/SRR21415845/SRR21415845.1
SRR21415849	https://sra-pub-src-2.s3.amazonaws.com/SRR21415849/PS01514_W23fast5.tar.gz.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR021/21415/SRR21415849/SRR21415849.1
SRR21415850	https://sra-pub-src-2.s3.amazonaws.com/SRR21415850/PS01513_W89fast5.tar.gz.2;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR021/21415/SRR21415850/SRR21415850.1
SRR21415854	https://sra-pub-src-2.s3.amazonaws.com/SRR21415854/PS01508_W22fast5.tar.gz.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR021/21415/SRR21415854/SRR21415854.1
SRR21415857	https://sra-pub-src-2.s3.amazonaws.com/SRR21415857/PS01505_W22fast5.tar.gz.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR021/21415/SRR21415857/SRR21415857.1
SRR21415865	https://sra-pub-src-2.s3.amazonaws.com/SRR21415865/PS01498_W21fast5.tar.gz.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR021/21415/SRR21415865/SRR21415865.1
SRR21415867	https://sra-pub-src-2.s3.amazonaws.com/SRR21415867/PS01496_W21fast5.tar.gz.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR021/21415/SRR21415867/SRR21415867.1
SRR21415868	https://sra-pub-src-2.s3.amazonaws.com/SRR21415868/PS01495_W21fast5.tar.gz.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR021/21415/SRR21415868/SRR21415868.1
SRR21415870	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR021/21415/SRR21415870/SRR21415870.1;https://sra-pub-src-2.s3.amazonaws.com/SRR21415870/PS01494_W21fast5.tar.gz.1
SRR21415871	https://sra-pub-src-2.s3.amazonaws.com/SRR21415871/PS01493_W21fast5.tar.gz.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR021/21415/SRR21415871/SRR21415871.1
SRR21415873	https://sra-pub-src-2.s3.amazonaws.com/SRR21415873/PS01491_W20fast5.tar.gz.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR021/21415/SRR21415873/SRR21415873.1
SRR21415874	https://sra-pub-src-2.s3.amazonaws.com/SRR21415874/PS01490_W20fast5.tar.gz.2;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR021/21415/SRR21415874/SRR21415874.1
SRR21415875	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR021/21415/SRR21415875/SRR21415875.1;https://sra-pub-src-2.s3.amazonaws.com/SRR21415875/PS01489_W20fast5.tar.gz.1
SRR21415876	https://sra-pub-src-2.s3.amazonaws.com/SRR21415876/PS01488_W20fast5.tar.gz.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR021/21415/SRR21415876/SRR21415876.1
SRR21415877	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR021/21415/SRR21415877/SRR21415877.1;https://sra-pub-src-2.s3.amazonaws.com/SRR21415877/PS01334_W03fast5.tar.gz.1
SRR21415878	https://sra-pub-src-2.s3.amazonaws.com/SRR21415878/PS01453_W61fast5.tar.gz.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR021/21415/SRR21415878/SRR21415878.1
SRR21415879	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR021/21415/SRR21415879/SRR21415879.1;https://sra-pub-src-2.s3.amazonaws.com/SRR21415879/PS01452_W17fast5.tar.gz.1
SRR21415880	https://sra-pub-src-2.s3.amazonaws.com/SRR21415880/PS01451_W16fast5.tar.gz.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR021/21415/SRR21415880/SRR21415880.1
SRR21415881	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR021/21415/SRR21415881/SRR21415881.1;https://sra-pub-src-2.s3.amazonaws.com/SRR21415881/PS01449_W16fast5.tar.gz.1
SRR21415882	https://sra-pub-src-2.s3.amazonaws.com/SRR21415882/PS01448_W02fast5.tar.gz.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR021/21415/SRR21415882/SRR21415882.1
SRR21415883	https://sra-pub-src-2.s3.amazonaws.com/SRR21415883/PS01447_W60fast5.tar.gz.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR021/21415/SRR21415883/SRR21415883.1
SRR21415884	https://sra-pub-src-2.s3.amazonaws.com/SRR21415884/PS01446_W16fast5.tar.gz.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR021/21415/SRR21415884/SRR21415884.1
SRR21415885	https://sra-pub-src-2.s3.amazonaws.com/SRR21415885/PS01445_W02fast5.tar.gz.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR021/21415/SRR21415885/SRR21415885.1
SRR21415886	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR021/21415/SRR21415886/SRR21415886.1;https://sra-pub-src-2.s3.amazonaws.com/SRR21415886/PS01443_W16fast5.tar.gz.1
SRR21415887	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR021/21415/SRR21415887/SRR21415887.1;https://sra-pub-src-2.s3.amazonaws.com/SRR21415887/PS01442_W16fast5.tar.gz.2
SRR21415888	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR021/21415/SRR21415888/SRR21415888.1;https://sra-pub-src-2.s3.amazonaws.com/SRR21415888/PS01333_W03fast5.tar.gz.1
SRR21415889	https://sra-pub-src-2.s3.amazonaws.com/SRR21415889/PS01441_W16fast5.tar.gz.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR021/21415/SRR21415889/SRR21415889.1
SRR21415890	https://sra-pub-src-2.s3.amazonaws.com/SRR21415890/PS01440_W15fast5.tar.gz.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR021/21415/SRR21415890/SRR21415890.1
SRR21415891	https://sra-pub-src-2.s3.amazonaws.com/SRR21415891/PS01439_W15fast5.tar.gz.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR021/21415/SRR21415891/SRR21415891.1
SRR21415892	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR021/21415/SRR21415892/SRR21415892.1;https://sra-pub-src-2.s3.amazonaws.com/SRR21415892/PS01438_W60fast5.tar.gz.1
SRR21415893	https://sra-pub-src-2.s3.amazonaws.com/SRR21415893/PS01437_W92fast5.tar.gz.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR021/21415/SRR21415893/SRR21415893.1
SRR21415894	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR021/21415/SRR21415894/SRR21415894.1;https://sra-pub-src-2.s3.amazonaws.com/SRR21415894/PS01436_W15fast5.tar.gz.2
SRR21415895	https://sra-pub-src-2.s3.amazonaws.com/SRR21415895/PS01435_W15fast5.tar.gz.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR021/21415/SRR21415895/SRR21415895.1
SRR21415896	https://sra-pub-src-2.s3.amazonaws.com/SRR21415896/PS01434_W15fast5.tar.gz.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR021/21415/SRR21415896/SRR21415896.1
SRR21415897	https://sra-pub-src-2.s3.amazonaws.com/SRR21415897/PS01433_W15fast5.tar.gz.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR021/21415/SRR21415897/SRR21415897.1
SRR21415898	https://sra-pub-src-2.s3.amazonaws.com/SRR21415898/PS01432_W15fast5.tar.gz.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR021/21415/SRR21415898/SRR21415898.1
SRR21415899	https://sra-pub-src-2.s3.amazonaws.com/SRR21415899/PS01332_W57fast5.tar.gz.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR021/21415/SRR21415899/SRR21415899.1
SRR21415900	https://sra-pub-src-2.s3.amazonaws.com/SRR21415900/PS01431_W14fast5.tar.gz.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR021/21415/SRR21415900/SRR21415900.1
SRR21415901	https://sra-pub-src-2.s3.amazonaws.com/SRR21415901/PS01430_W90fast5.tar.gz.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR021/21415/SRR21415901/SRR21415901.1
SRR21415902	https://sra-pub-src-2.s3.amazonaws.com/SRR21415902/PS01429_W14fast5.tar.gz.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR021/21415/SRR21415902/SRR21415902.1
SRR21415903	https://sra-pub-src-2.s3.amazonaws.com/SRR21415903/PS01428_W92fast5.tar.gz.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR021/21415/SRR21415903/SRR21415903.1
SRR21415904	https://sra-pub-src-2.s3.amazonaws.com/SRR21415904/PS01427_W14fast5.tar.gz.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR021/21415/SRR21415904/SRR21415904.1
SRR21415905	https://sra-pub-src-2.s3.amazonaws.com/SRR21415905/PS01426_W14fast5.tar.gz.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR021/21415/SRR21415905/SRR21415905.1
SRR21415906	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR021/21415/SRR21415906/SRR21415906.1;https://sra-pub-src-2.s3.amazonaws.com/SRR21415906/PS01425_W14fast5.tar.gz.1
SRR21415907	https://sra-pub-src-2.s3.amazonaws.com/SRR21415907/PS01424_W92fast5.tar.gz.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR021/21415/SRR21415907/SRR21415907.1
SRR21415908	https://sra-pub-src-2.s3.amazonaws.com/SRR21415908/PS01423_W13fast5.tar.gz.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR021/21415/SRR21415908/SRR21415908.1
SRR21415909	https://sra-pub-src-2.s3.amazonaws.com/SRR21415909/PS01422_W13fast5.tar.gz.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR021/21415/SRR21415909/SRR21415909.1
SRR21415910	https://sra-pub-src-2.s3.amazonaws.com/SRR21415910/PS01331_W03fast5.tar.gz.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR021/21415/SRR21415910/SRR21415910.1
SRR21415911	https://sra-pub-src-2.s3.amazonaws.com/SRR21415911/PS01322_W91fast5.tar.gz.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR021/21415/SRR21415911/SRR21415911.1
SRR21415912	https://sra-pub-src-2.s3.amazonaws.com/SRR21415912/PS01304_W01fast5.tar.gz.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR021/21415/SRR21415912/SRR21415912.1
SRR21386012;SRR21386013	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR21386012/SRR21386012;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR021/21386/SRR21386012/SRR21386012.lite.1;https://sra-pub-src-1.s3.amazonaws.com/SRR21386013/S_aureus_JKD6159_ONT_R10.4_fast5.tar.gz.1
SRR21356043	https://sra-pub-src-1.s3.amazonaws.com/SRR21356043/FAQ91150_412b4772_9.fast5.3
SRR21356008	https://sra-pub-src-2.s3.amazonaws.com/SRR21356008/FAQ91150_412b4772_8.fast5.2
SRR21356009	https://sra-pub-src-2.s3.amazonaws.com/SRR21356009/FAQ91150_412b4772_76.fast5.3
SRR21356010	https://sra-pub-src-2.s3.amazonaws.com/SRR21356010/FAQ91150_412b4772_75.fast5.3
SRR21356011	https://sra-pub-src-2.s3.amazonaws.com/SRR21356011/FAQ91150_412b4772_74.fast5.3
SRR21356012	https://sra-pub-src-2.s3.amazonaws.com/SRR21356012/FAQ91150_412b4772_73.fast5.3
SRR21356013	https://sra-pub-src-2.s3.amazonaws.com/SRR21356013/FAQ91150_412b4772_72.fast5.3
SRR21356014	https://sra-pub-src-2.s3.amazonaws.com/SRR21356014/FAQ91150_412b4772_71.fast5.3
SRR21356015	https://sra-pub-src-1.s3.amazonaws.com/SRR21356015/FAQ91150_412b4772_70.fast5.3
SRR21356016	https://sra-pub-src-2.s3.amazonaws.com/SRR21356016/FAQ91150_412b4772_7.fast5.3
SRR21356017	https://sra-pub-src-1.s3.amazonaws.com/SRR21356017/FAQ91150_412b4772_69.fast5.3
SRR21356018	https://sra-pub-src-2.s3.amazonaws.com/SRR21356018/FAQ91150_412b4772_68.fast5.3
SRR21356019	https://sra-pub-src-1.s3.amazonaws.com/SRR21356019/FAQ91150_412b4772_67.fast5.3
SRR21356020	https://sra-pub-src-2.s3.amazonaws.com/SRR21356020/FAQ91150_412b4772_66.fast5.3
SRR21356021	https://sra-pub-src-2.s3.amazonaws.com/SRR21356021/FAQ91150_412b4772_65.fast5.3
SRR21356022	https://sra-pub-src-1.s3.amazonaws.com/SRR21356022/FAQ91150_412b4772_64.fast5.3
SRR21356023	https://sra-pub-src-1.s3.amazonaws.com/SRR21356023/FAQ91150_412b4772_63.fast5.3
SRR21356024	https://sra-pub-src-2.s3.amazonaws.com/SRR21356024/FAQ91150_412b4772_62.fast5.3
SRR21356025	https://sra-pub-src-2.s3.amazonaws.com/SRR21356025/FAQ91150_412b4772_61.fast5.3
SRR21356026	https://sra-pub-src-2.s3.amazonaws.com/SRR21356026/FAQ91150_412b4772_60.fast5.3
SRR21356027	https://sra-pub-src-1.s3.amazonaws.com/SRR21356027/FAQ91150_412b4772_6.fast5.3
SRR21356028	https://sra-pub-src-1.s3.amazonaws.com/SRR21356028/FAQ91150_412b4772_59.fast5.3
SRR21356029	https://sra-pub-src-1.s3.amazonaws.com/SRR21356029/FAQ91150_412b4772_58.fast5.3
SRR21356030	https://sra-pub-src-2.s3.amazonaws.com/SRR21356030/FAQ91150_412b4772_57.fast5.3
SRR21356031	https://sra-pub-src-2.s3.amazonaws.com/SRR21356031/FAQ91150_412b4772_56.fast5.3
SRR21356032	https://sra-pub-src-1.s3.amazonaws.com/SRR21356032/FAQ91150_412b4772_55.fast5.3
SRR21356033	https://sra-pub-src-1.s3.amazonaws.com/SRR21356033/FAQ91150_412b4772_54.fast5.3
SRR21356034	https://sra-pub-src-2.s3.amazonaws.com/SRR21356034/FAQ91150_412b4772_53.fast5.3
SRR21356035	https://sra-pub-src-2.s3.amazonaws.com/SRR21356035/FAQ91150_412b4772_52.fast5.3
SRR21356036	https://sra-pub-src-1.s3.amazonaws.com/SRR21356036/FAQ91150_412b4772_51.fast5.3
SRR21356037	https://sra-pub-src-1.s3.amazonaws.com/SRR21356037/FAQ91150_412b4772_50.fast5.3
SRR21356038	https://sra-pub-src-2.s3.amazonaws.com/SRR21356038/FAQ91150_412b4772_5.fast5.3
SRR21356039	https://sra-pub-src-2.s3.amazonaws.com/SRR21356039/FAQ91150_412b4772_49.fast5.3
SRR21356040	https://sra-pub-src-1.s3.amazonaws.com/SRR21356040/FAQ91150_412b4772_48.fast5.3
SRR21356041	https://sra-pub-src-1.s3.amazonaws.com/SRR21356041/FAQ91150_412b4772_47.fast5.3
SRR21356042	https://sra-pub-src-2.s3.amazonaws.com/SRR21356042/FAQ91150_412b4772_46.fast5.3
SRR21356044	https://sra-pub-src-1.s3.amazonaws.com/SRR21356044/FAQ91150_412b4772_45.fast5.3
SRR21356045	https://sra-pub-src-1.s3.amazonaws.com/SRR21356045/FAQ91150_412b4772_44.fast5.3
SRR21356046	https://sra-pub-src-2.s3.amazonaws.com/SRR21356046/FAQ91150_412b4772_43.fast5.3
SRR21356047	https://sra-pub-src-2.s3.amazonaws.com/SRR21356047/FAQ91150_412b4772_42.fast5.3
SRR21356048	https://sra-pub-src-1.s3.amazonaws.com/SRR21356048/FAQ91150_412b4772_41.fast5.3
SRR21356049	https://sra-pub-src-2.s3.amazonaws.com/SRR21356049/FAQ91150_412b4772_40.fast5.3
SRR21356050	https://sra-pub-src-2.s3.amazonaws.com/SRR21356050/FAQ91150_412b4772_4.fast5.3
SRR21356051	https://sra-pub-src-2.s3.amazonaws.com/SRR21356051/FAQ91150_412b4772_39.fast5.3
SRR21356052	https://sra-pub-src-2.s3.amazonaws.com/SRR21356052/FAQ91150_412b4772_38.fast5.3
SRR21356053	https://sra-pub-src-2.s3.amazonaws.com/SRR21356053/FAQ91150_412b4772_37.fast5.3
SRR21356054	https://sra-pub-src-2.s3.amazonaws.com/SRR21356054/FAQ91150_412b4772_36.fast5.3
SRR21356055	https://sra-pub-src-2.s3.amazonaws.com/SRR21356055/FAQ91150_412b4772_35.fast5.3
SRR21356056	https://sra-pub-src-1.s3.amazonaws.com/SRR21356056/FAQ91150_412b4772_34.fast5.3
SRR21356057	https://sra-pub-src-2.s3.amazonaws.com/SRR21356057/FAQ91150_412b4772_33.fast5.3
SRR21356058	https://sra-pub-src-1.s3.amazonaws.com/SRR21356058/FAQ91150_412b4772_32.fast5.3
SRR21356059	https://sra-pub-src-2.s3.amazonaws.com/SRR21356059/FAQ91150_412b4772_31.fast5.3
SRR21356060	https://sra-pub-src-2.s3.amazonaws.com/SRR21356060/FAQ91150_412b4772_30.fast5.3
SRR21356061	https://sra-pub-src-2.s3.amazonaws.com/SRR21356061/FAQ91150_412b4772_3.fast5.3
SRR21356062	https://sra-pub-src-2.s3.amazonaws.com/SRR21356062/FAQ91150_412b4772_29.fast5.3
SRR21356063	https://sra-pub-src-1.s3.amazonaws.com/SRR21356063/FAQ91150_412b4772_28.fast5.3
SRR21356064	https://sra-pub-src-2.s3.amazonaws.com/SRR21356064/FAQ91150_412b4772_27.fast5.2
SRR21356065	https://sra-pub-src-2.s3.amazonaws.com/SRR21356065/FAQ91150_412b4772_26.fast5.3
SRR21356066	https://sra-pub-src-1.s3.amazonaws.com/SRR21356066/FAQ91150_412b4772_25.fast5.3
SRR21356067	https://sra-pub-src-1.s3.amazonaws.com/SRR21356067/FAQ91150_412b4772_24.fast5.3
SRR21356068	https://sra-pub-src-2.s3.amazonaws.com/SRR21356068/FAQ91150_412b4772_23.fast5.2
SRR21356069	https://sra-pub-src-1.s3.amazonaws.com/SRR21356069/FAQ91150_412b4772_22.fast5.3
SRR21356070	https://sra-pub-src-1.s3.amazonaws.com/SRR21356070/FAQ91150_412b4772_21.fast5.3
SRR21356071	https://sra-pub-src-2.s3.amazonaws.com/SRR21356071/FAQ91150_412b4772_20.fast5.2
SRR21356072	https://sra-pub-src-2.s3.amazonaws.com/SRR21356072/FAQ91150_412b4772_2.fast5.3
SRR21356073	https://sra-pub-src-1.s3.amazonaws.com/SRR21356073/FAQ91150_412b4772_19.fast5.3
SRR21356074	https://sra-pub-src-2.s3.amazonaws.com/SRR21356074/FAQ91150_412b4772_18.fast5.3
SRR21356075	https://sra-pub-src-2.s3.amazonaws.com/SRR21356075/FAQ91150_412b4772_17.fast5.3
SRR21356076	https://sra-pub-src-2.s3.amazonaws.com/SRR21356076/FAQ91150_412b4772_16.fast5.3
SRR21356077	https://sra-pub-src-1.s3.amazonaws.com/SRR21356077/FAQ91150_412b4772_15.fast5.3
SRR21356078	https://sra-pub-src-2.s3.amazonaws.com/SRR21356078/FAQ91150_412b4772_14.fast5.3
SRR21356079	https://sra-pub-src-2.s3.amazonaws.com/SRR21356079/FAQ91150_412b4772_13.fast5.3
SRR21356080	https://sra-pub-src-2.s3.amazonaws.com/SRR21356080/FAQ91150_412b4772_12.fast5.3
SRR21356081	https://sra-pub-src-2.s3.amazonaws.com/SRR21356081/FAQ91150_412b4772_11.fast5.3
SRR21356082	https://sra-pub-src-1.s3.amazonaws.com/SRR21356082/FAQ91150_412b4772_10.fast5.3
SRR21356083	https://sra-pub-src-2.s3.amazonaws.com/SRR21356083/FAQ91150_412b4772_1.fast5.3
SRR21356084	https://sra-pub-src-1.s3.amazonaws.com/SRR21356084/FAQ91150_412b4772_0.fast5.3
SRR21266990	https://sra-pub-src-2.s3.amazonaws.com/SRR21266990/CIX2779_20211006_1614_minion_mk1c_0_FAO88165_c718266b.tar.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR021/21266/SRR21266990/SRR21266990.1
ERR10101939	https://sra-pub-src-1.s3.amazonaws.com/ERR10101939/9_basecalling.tar.gz.2;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/ERR010/10101/ERR10101939/ERR10101939.1
ERR10101938	https://sra-pub-src-2.s3.amazonaws.com/ERR10101938/8_1522_basecalling.tar.gz.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/ERR010/10101/ERR10101938/ERR10101938.1
ERR10101937	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/ERR010/10101/ERR10101937/ERR10101937.1;https://sra-pub-src-1.s3.amazonaws.com/ERR10101937/8_0810_basecalling.tar.gz.2
ERR10101936	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/ERR010/10101/ERR10101936/ERR10101936.1;https://sra-pub-src-2.s3.amazonaws.com/ERR10101936/7_basecalling.tar.gz.2
ERR10101935	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/ERR010/10101/ERR10101935/ERR10101935.1;https://sra-pub-src-2.s3.amazonaws.com/ERR10101935/6_basecalling.tar.gz.1
ERR10101934	https://sra-pub-src-2.s3.amazonaws.com/ERR10101934/5_1024_basecalling.tar.gz.2;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/ERR010/10101/ERR10101934/ERR10101934.1
ERR10101933	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/ERR010/10101/ERR10101933/ERR10101933.1;https://sra-pub-src-2.s3.amazonaws.com/ERR10101933/4_basecalling.tar.gz.1
ERR10101932	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/ERR010/10101/ERR10101932/ERR10101932.1;https://sra-pub-src-2.s3.amazonaws.com/ERR10101932/3_basecalling.tar.gz.2
ERR10101931	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/ERR010/10101/ERR10101931/ERR10101931.1;https://sra-pub-src-2.s3.amazonaws.com/ERR10101931/2_basecalling.tar.gz.2
ERR10101930	https://sra-pub-src-1.s3.amazonaws.com/ERR10101930/1_basecalling.tar.gz.2;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/ERR010/10101/ERR10101930/ERR10101930.1
ERR10101929	https://sra-pub-src-2.s3.amazonaws.com/ERR10101929/11_basecalling.tar.gz.2;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/ERR010/10101/ERR10101929/ERR10101929.1
ERR10101928	https://sra-pub-src-2.s3.amazonaws.com/ERR10101928/10_basecalling.tar.gz.2;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/ERR010/10101/ERR10101928/ERR10101928.1
ERR10096274	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/ERR010/10096/ERR10096274/ERR10096274.1;https://sra-pub-src-1.s3.amazonaws.com/ERR10096274/FAR49732-R6x.tar.gz.1
SRR21143303	https://sra-pub-src-1.s3.amazonaws.com/SRR21143303/Bak11.native_fast5s.tar.gz.1
SRR21143304	https://sra-pub-src-2.s3.amazonaws.com/SRR21143304/Riv16.native_fast5s.tar.gz.1
SRR21131447	https://sra-pub-src-1.s3.amazonaws.com/SRR21131447/Riv11.native_fast5s.tar.gz.1
SRR21131469	https://sra-pub-src-2.s3.amazonaws.com/SRR21131469/OC8.amplified_fast5s.tar.gz.1
SRR21131474	https://sra-pub-src-2.s3.amazonaws.com/SRR21131474/Bak1.native_fast5s.tar.gz.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR021/21131/SRR21131474/SRR21131474.1
SRR21131476	https://sra-pub-src-2.s3.amazonaws.com/SRR21131476/DeDonno.amplified_fast5s.tar.gz.1
SRR21131477	https://sra-pub-src-2.s3.amazonaws.com/SRR21131477/DeDonno.native_fast5s.tar.gz.1
SRR21131478	https://sra-pub-src-2.s3.amazonaws.com/SRR21131478/StagsLeapdeltaXfaIHsdS.amplified_fast5s.tar.gz.1
SRR21131479	https://sra-pub-src-2.s3.amazonaws.com/SRR21131479/StagsLeapdeltaXfaIHsdS.native_fast5s.tar.gz.1
SRR21131481	https://sra-pub-src-2.s3.amazonaws.com/SRR21131481/M23deltaXfaIHsdS.amplified_fast5s.tar.gz.1
SRR21131482	https://sra-pub-src-1.s3.amazonaws.com/SRR21131482/M23deltaXfaIHsdS.native_fast5s.tar.gz.1
SRR21131483	https://sra-pub-src-1.s3.amazonaws.com/SRR21131483/Temecula1.amplified_fast5s.tar.gz.1
SRR21131484	https://sra-pub-src-2.s3.amazonaws.com/SRR21131484/Temecula1.native_fast5s.tar.gz.1
SRR21131485	https://sra-pub-src-2.s3.amazonaws.com/SRR21131485/M12.amplified_fast5s.tar.gz.1
SRR21131486	https://sra-pub-src-1.s3.amazonaws.com/SRR21131486/M12.native_fast5s.tar.gz.1
SRR21131487	https://sra-pub-src-2.s3.amazonaws.com/SRR21131487/M23.amplified_fast5s.tar.gz.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR021/21131/SRR21131487/SRR21131487.1
SRR21131488	https://sra-pub-src-1.s3.amazonaws.com/SRR21131488/M23.native_fast5s.tar.gz.1
SRR21131489	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR021/21131/SRR21131489/SRR21131489.1;https://sra-pub-src-2.s3.amazonaws.com/SRR21131489/Fillmore.amplified_fast5s.tar.gz.1
SRR21131490	https://sra-pub-src-1.s3.amazonaws.com/SRR21131490/Fillmore.native_fast5s.tar.gz.1
